0.0559099	0.509756	0.44728	-0.0821764	-0.511069	65.2038	70.8	79.0308	82.1846	76.1769	0.223077	0.0576923	-0.00684803	1.90056	0.283021	17.1769	29.9923	37.7154	32.6385	76.9231	-0.0364916	-0.174859	-0.397467	0.171107	-0.361445	13.1731	29.7346	29.7731	16.9923	55.3846	0.103377	-0.372608	-0.400938	0.14531	-0.559006	21.1308	41.5385	43.0192	31.2462	56.3346	0.15075	0.0733583	-0.0961538	0.14015	-0.270263	9.93462	15.6462	51.6962	48.8269	28.4154	1.42026	0.909193	0.102908	0.37955	-0.21576	10.0346	58.9115	55.1654	26.0192	47.3231	0.683302	-2.02561	1.05047	0.195966	-0.610507	22.9923	121.85	11.7654	20.4077	51.3154	0.373921	-0.530206	2.40188	-1.79381	0.569418	39.2846	59.1692	-8.13846	89.8231	24.1269	-1.42739	-0.743809	-0.176173	-0.549719	0.408537	158.462	70.1231	22.2115	62.3692	33.35	
0.0448405	0.501595	0.463321	-0.0958724	-0.521107	64.8308	71.2923	78.6269	82.2654	75.7577	0.350563	0.0508443	0.0140713	1.87129	0.268386	14.4885	30.0077	37.2115	33.2385	76.6231	-0.0354597	-0.260507	-0.315854	0.135835	-0.410038	13.1769	31.7654	26.7	17.1654	55.8808	0.0809568	-0.352064	-0.429925	0.138462	-0.578424	21.1154	40.7423	45.1385	31.3615	56.2077	0.152533	0.0620075	-0.171013	0.110694	-0.228518	9.52308	15.7038	53.3308	49.0308	27.9346	1.43527	0.884428	0.075985	0.413884	-0.238837	10.0269	58.8192	56.1423	25.2154	47.9462	0.620544	-2.01173	0.999906	0.248218	-0.636961	24.2038	122.215	12.6269	19.1615	52.5077	0.436304	-0.508443	2.50497	-1.71482	0.602814	38.7808	59.1231	-10.4269	87.5538	23.2923	-1.53555	-0.749719	-0.212289	-0.551689	0.287899	161.404	70.8692	22.6269	62.4346	35.5731	
0.0466229	0.487242	0.50075	-0.0848968	-0.527861	64.9692	71.6615	77.7346	81.9154	75.9462	0.341182	0.116135	0.0267355	1.85901	0.330582	14.4308	29.1692	37.2769	33.3654	75.2731	-0.0483114	-0.26576	-0.334897	0.0813321	-0.490244	13.8654	31.9231	27.3154	17.8577	58	0.100094	-0.308349	-0.435178	0.143433	-0.550188	21.5231	40.6462	45.6462	31.0346	55.7538	0.150094	0.0234522	-0.141839	0.0999062	-0.230582	9.67308	16.4192	52.6077	49.6269	28.0269	1.43837	0.858255	0.0731707	0.418105	-0.191932	10.0385	59.2308	56.2	25.1038	47.0346	0.573171	-2.0015	0.970544	0.261069	-0.633677	25.5	122.331	13.4038	18.6231	52.3654	0.437054	-0.515854	2.51248	-1.71867	0.589962	39.0154	59.55	-10.3308	88.4577	23.4808	-1.55413	-0.775985	-0.206567	-0.568293	0.30272	162.385	71.3077	22.8346	63.1	36.1192	
0.0657598	0.464447	0.515854	-0.0889306	-0.521107	64.4269	71.6538	77.4	82.0231	75.7577	0.327205	0.0902439	0.078424	1.83096	0.284803	14.9423	30	35.7423	33.4654	76.4615	-0.0267355	-0.306004	-0.356098	0.104221	-0.504034	13.5731	32.4231	27.2	17.7385	58.4577	0.0889306	-0.365385	-0.404221	0.172514	-0.553002	21.9769	41.5154	45.3115	30.3885	55.8115	0.136679	0.131614	-0.142308	0.136398	-0.197467	9.77308	13.9269	52.6423	48.7538	27.8231	1.39822	0.841839	0.041182	0.40985	-0.203283	11.2615	59.4423	57.0808	24.9731	46.9423	0.639306	-1.99353	0.946154	0.292495	-0.647936	23.9192	122.492	13.4038	17.9538	52.5577	0.509568	-0.506004	2.48734	-1.62852	0.589962	36.8038	59.5731	-9.21538	85.9846	23.4808	-1.54662	-0.804315	-0.317167	-0.561445	0.289775	162.031	72.5885	24.2769	62.3846	35.9846	
0.0833021	0.476548	0.497842	-0.095591	-0.497936	64.4423	70.9308	77.5692	81.9346	75.6577	0.333396	0.0858349	0.0648218	1.83096	0.320169	14.7654	30.2154	36.1462	33.4654	75.8615	-0.0780488	-0.232927	-0.343621	0.125141	-0.407317	14.85	31.2	27.5692	17.4846	57.05	0.0905253	-0.365385	-0.436961	0.224203	-0.522514	21.9192	41.5154	45.4077	29.0038	55.1115	0.119231	0.133771	-0.147373	0.13424	-0.225141	10.2308	14.1577	52.7462	48.5231	28.8154	1.42073	0.799812	0.0503752	0.452439	-0.248968	10.65	60.5038	57.0923	24.15	47.7038	0.653659	-1.99353	0.86379	0.329268	-0.623827	24.1	122.492	14.8923	16.8	52.0885	0.548874	-0.55075	2.52458	-1.67955	0.622326	35.7231	60.5154	-10.3538	86.6808	22.4423	-1.55375	-0.837523	-0.317448	-0.599156	0.307317	162.227	72.7692	23.9577	62.8077	35.85	
0.102439	0.49212	0.497842	-0.095591	-0.497936	63.9	70.7615	77.5692	81.9346	75.6577	0.347655	0.0858349	0.0994371	1.83096	0.325047	14.3231	30.2154	35.3615	33.4654	75.9615	-0.0842402	-0.249625	-0.344747	0.0606942	-0.419418	14.7769	31.2923	27.3423	18.3308	56.4731	0.0666041	-0.378987	-0.44925	0.194278	-0.55075	22.0846	41.9692	45.7346	29.8423	56.2654	0.144747	0.136116	-0.136961	0.122326	-0.265854	9.95769	13.9846	53.0077	48.5423	29.5	1.36717	0.819512	0.0871482	0.464071	-0.229831	12.3231	59.95	56.2885	24.3115	47.4615	0.651595	-1.95094	0.867917	0.313039	-0.626735	23.9423	120.919	14.5577	16.4077	52.1731	0.52167	-0.54925	2.53077	-1.71144	0.59531	35.3808	60.8846	-10.4308	86.5846	22.7962	-1.53462	-0.891745	-0.319325	-0.628518	0.321857	161.985	73.8808	24.8962	63.8346	35.3269	
0.109944	0.541839	0.497842	-0.10197	-0.497936	63.6462	70.9423	77.5692	81.9654	75.6577	0.319043	0.0613508	0.112758	1.83837	0.325047	15.3846	30.4923	34.9885	32.8385	75.9615	-0.0853659	-0.249625	-0.358161	0.0513133	-0.360694	15	31.2923	28.3423	19.1231	55.0692	0.0423077	-0.392495	-0.44137	0.190432	-0.543621	23.1077	42.0462	45.3731	29.7962	56.0692	0.138743	0.159944	-0.113977	0.122326	-0.246717	10.4808	13.8962	52.6615	48.5423	29.2577	1.38837	0.811351	0.108255	0.484803	-0.223265	11.8385	60.2423	56.3808	23.6615	47.7269	0.640807	-1.9834	0.87167	0.299906	-0.64015	24.5885	121.285	15.1808	16.8769	52.2231	0.514728	-0.545497	2.53077	-1.72158	0.577486	35.8731	60.5577	-10.4308	86.9423	22.7615	-1.56069	-0.920919	-0.292964	-0.61651	0.325891	162.619	74.6538	24.8808	63.6385	34.9692	
0.109944	0.515197	0.497842	-0.10197	-0.500188	63.6462	71.2385	77.5692	81.9654	75.7038	0.290619	0.0515009	0.0993433	1.82073	0.340713	16.4923	30.4692	34.9885	33.45	75.8654	-0.0853659	-0.198499	-0.327392	0.0697936	-0.398499	15	30.2692	27.5615	19.3192	56.0192	0.0501876	-0.349343	-0.421201	0.145872	-0.566417	22.2962	40.6615	44.8846	30.6846	56.3615	0.169231	0.156942	-0.112758	0.139212	-0.299531	9.43077	13.5077	52.7115	47.9462	30.4154	1.39306	0.756754	0.0944653	0.505066	-0.199906	11.7923	61.5115	56.6385	23.1962	46.8731	0.657036	-2.00675	0.870919	0.312383	-0.607598	24.3308	121.838	14.9462	16.6962	51.3308	0.517542	-0.552251	2.54296	-1.70056	0.573921	34.6154	60.6462	-10.8808	86.3115	22.8346	-1.57439	-0.903565	-0.258818	-0.603096	0.30666	163	75.3231	23.0308	63.8885	35.3885	
0.112946	0.507411	0.49925	-0.0914634	-0.479081	63.3846	71.2231	77.4654	81.95	75.2462	0.309944	0.0787992	0.0993433	1.84343	0.279268	15.8962	30.1346	34.9885	33.0846	77.1	-0.0617261	-0.224578	-0.331144	0.095591	-0.320356	14.7154	30.7538	27.4385	18.5654	54.2923	0.0534709	-0.3303	-0.406567	0.131989	-0.54728	22.4038	40.2962	44.9346	30.8192	56.2692	0.176079	0.169325	-0.102908	0.110131	-0.335647	8.76538	13.0538	52.5846	48.9423	30.4808	1.36548	0.76257	0.101876	0.465947	-0.230769	12.6077	60.7923	56.3115	24.4231	46.8308	0.624859	-1.97467	0.847186	0.35469	-0.59212	24.5154	121.731	15.4577	15.7538	51.1385	0.534897	-0.545591	2.55629	-1.62514	0.580863	33.0346	60.7846	-11.1038	84.7154	22.7423	-1.5758	-0.927486	-0.332176	-0.628799	0.305722	163.004	75.8385	24.9346	64.3154	34.6577	
0.105816	0.523546	0.49925	-0.10197	-0.464071	63.4808	70.5923	77.4654	81.9654	75.1385	0.310225	0.0787992	0.0782364	1.83405	0.274109	16.1154	30.1346	35.4462	33.6269	77.0308	-0.0839587	-0.224578	-0.339493	0.130675	-0.339118	15.3462	30.7538	27.1346	18.1462	54.7769	0.0206379	-0.336867	-0.411632	0.131989	-0.589869	23.5269	41.1308	45.1385	30.8192	57.4923	0.166604	0.127392	-0.120919	0.110131	-0.333021	9.18462	14.2885	53.1538	48.9423	30.4269	1.34343	0.766135	0.116792	0.478424	-0.247936	12.6846	60.8692	55.9808	24.7423	47.8077	0.619981	-1.97833	0.824203	0.344653	-0.58818	24.2154	121.781	15.6038	15.4846	51.0577	0.534991	-0.592871	2.5652	-1.55507	0.557411	32.4077	61.4538	-11.2115	83.7038	22.5231	-1.60131	-0.947842	-0.389493	-0.669418	0.289493	164.077	75.8808	26.4346	65.9731	35.3654	
